Reserve,Taxon,Family,Scientific Name,Accepted Name,Common Name
Landels Hil Big Creek Reserve,Insect,Geometridae,Hulstina wrightiaria,,
Landels Hil Big Creek Reserve,Insect,Saturniidae,Hyalophora euryalus,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Hydriomena albifasciata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Hydriomena edenata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Hydriomena furcata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Hydriomena manzanita,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Hydriomena nubilofasciata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Hydriomena quinquefasciata,,
Landels Hil Big Creek Reserve,Insect,Hydrophilidae,hydrophilid sp.,,Water scavenger beetle
Landels Hil Big Creek Reserve,Insect,Hydropsychidae,Hydropsyche sp.,,Net-spinning caddisfly
Landels Hil Big Creek Reserve,Insect,Hydroptilidae,hydroptilid genera & species,,Micro caddisfly
Landels Hil Big Creek Reserve,Insect,Sphingidae,Hyles lineata,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Hypena californica,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Hypena decorata,,
Landels Hil Big Creek Reserve,Insect,Tineidae,Hypoplesia dietziella,,
Landels Hil Big Creek Reserve,Insect,,Icaricia icarioides,,Boisduval's Blue
Landels Hil Big Creek Reserve,Insect,Geometridae,Idea demissaria,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Idia americalis,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Idia lubricalis occidentalis,,
Landels Hil Big Creek Reserve,Insect,Lycaenidae,Incaricia icarioides,,
Landels Hil Big Creek Reserve,Insect,Lycaenidae,Incisalia (Callophrys) fotis (mossi) douderoffi,,
Landels Hil Big Creek Reserve,Insect,,Incisalia (Callophrys) fotis (mossi) douderoffi,,Moss's Elfin
Landels Hil Big Creek Reserve,Insect,Lycaenidae,Incisalia (Callophrys) iroides (augustina),,
Landels Hil Big Creek Reserve,Insect,,Incisalia (Callophrys) iroides (augustina),,Brown Elfin
Landels Hil Big Creek Reserve,Insect,Heptageniidae,Ironodes sp.,,"Clinging mayfly; ""flatheaded mayfly"""
Landels Hil Big Creek Reserve,Insect,Perlodidae,Isoperla sp.,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Isophrictis magnella,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Itame guenearia,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Itame quadrilinearia,,
Landels Hil Big Creek Reserve,Insect,Nymphalidae,Junonia coenia,,
Landels Hil Big Creek Reserve,Insect,,Junonia coenia,,Common Buckeye
Landels Hil Big Creek Reserve,Insect,Noctuidae,Lacinipolia cuneata,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Lacinipolia davena,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Lacinipolia patalis,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Lacinipolia quadrilineata,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Lacinipolia stricta cinnabarina,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Lacinipolia strigicollis,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Lacinipolia vicina,,
Landels Hil Big Creek Reserve,Insect,Lepidostomatidae,Lepidostoma sp.,,"Portable case caddisfly; ""lepidostomatid case-maker"""
Landels Hil Big Creek Reserve,Insect,Noctuidae,Lepipolys perscripta,,
Landels Hil Big Creek Reserve,Insect,Lycaenidae,Leptotes marina,,
Landels Hil Big Creek Reserve,Insect,,Leptotes marina,,Marine Blue
Landels Hil Big Creek Reserve,Insect,Noctuidae,Leucania farcta,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Leucogoniella californica,,
Landels Hil Big Creek Reserve,Insect,Nymphalidae,Limenitis lorquini,,
Landels Hil Big Creek Reserve,Insect,,Limenitis lorquini,,Lorquin's Admiral
Landels Hil Big Creek Reserve,Insect,Tipulidae,Limonea sp.,,Cranefly
Landels Hil Big Creek Reserve,Insect,Crambidae,Lineodoes integra,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Lita sironae,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Lithophane georgii,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Lithophane pertorrida,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Lomographa elsinora,,
Landels Hil Big Creek Reserve,Insect,Arctiidae,Lophocampa maculata,,
Landels Hil Big Creek Reserve,Insect,Copromorphidae,Lotisma trigonana,,
Landels Hil Big Creek Reserve,Insect,Lycaenidae,Lycaena gorgon,,
Landels Hil Big Creek Reserve,Insect,,Lycaena gorgon,,Gorgon Copper
Landels Hil Big Creek Reserve,Insect,Lycaenidae,Lycaena helloides,,
Landels Hil Big Creek Reserve,Insect,,Lycaena helloides,,Purplish Copper
Landels Hil Big Creek Reserve,Insect,Arctiidae,Lycomorpha grotei ,,
Landels Hil Big Creek Reserve,Insect,Lyonetiidae,Lyonetia speculella,,
Landels Hil Big Creek Reserve,Insect,Lasiocampidae,Malacosoma californicum,,
Landels Hil Big Creek Reserve,Insect,Nemouridae,Malenka sp.,,Spring stonefly
Landels Hil Big Creek Reserve,Insect,Sphingidae,Manduca quinquemaculata,,
Landels Hil Big Creek Reserve,Insect,Gracillariidae,Marmara arbutiella,,
Landels Hil Big Creek Reserve,Insect,Psychodidae,Maruina sp.,,Moth fly
Landels Hil Big Creek Reserve,Insect,Crambidae,Mecyna mustelinalis,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Megalographa biloba,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Meganola fuscula,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Melanolophia imitata cana,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Melipotis indomita,,
Landels Hil Big Creek Reserve,Insect,Capniidae,Mesocapnia/Utacapnia sp.,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Mesoleuca gratulata,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Metalectra bigallis,,
Landels Hil Big Creek Reserve,Insect,Cossidae,Miacora perplexa,,
Landels Hil Big Creek Reserve,Insect,Brachycentridae,Micrasema sp.,,"Portable case caddisfly; ""humpless case-maker"""
Landels Hil Big Creek Reserve,Insect,Noctuidae,Micrathetis triplex,,
Landels Hil Big Creek Reserve,Insect,Nepticulidae,Microcalyptris lotella,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Microcrambus copelandi,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Microtheoris ophionalis,,
Landels Hil Big Creek Reserve,Insect,Gracillariidae,Micrurapteryx salicifoliella,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Mimorista subcostalis,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Miodera stigmata,,
Landels Hil Big Creek Reserve,Insect,Momphidae,Mompha franclemonti,,
Landels Hil Big Creek Reserve,Insect,Momphidae,Mompha powelli,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Monochroa harrisonella,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Monochroa quinquepunctella,,
Landels Hil Big Creek Reserve,Insect,Tineidae,Monopis mycetophilella,,
Landels Hil Big Creek Reserve,Insect,Tineidae,Morophagoides berkeleyella,,
Landels Hil Big Creek Reserve,Insect,Tineidae,Morophagoides gracilis,,
Landels Hil Big Creek Reserve,Insect,Pyralidae,Myelopsis alatella,,
Landels Hil Big Creek Reserve,Insect,Notodontidae,Nadata gibbosa,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Nasusina inferior,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Nasusina mendicata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Nasusina vaporata,,
Landels Hil Big Creek Reserve,Insect,Tineidae,Nemapogon arcella,,
Landels Hil Big Creek Reserve,Insect,Tineidae,Nemapogon defectella,,
Landels Hil Big Creek Reserve,Insect,Tineidae,Nemapogon granela,,
Landels Hil Big Creek Reserve,Insect,Tineidae,Nemapogon molybdanellus,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Nemoria darwiniata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Nemoria leptalea,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Nemoria pistaciaria,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Nemoria pulcherrima,,
Landels Hil Big Creek Reserve,Insect,Eriocraniidae,Neocrania bifasciata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Neoterpes edwardsata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Nepytia umbrosaria nigrovenaria,,
Landels Hil Big Creek Reserve,Insect,Gracillariidae,Neurobathra bohartiella,,
Landels Hil Big Creek Reserve,Insect,Corduliidae,Neurocordularia sp.,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Noalcis californiaria,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Nola minna,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Nomophila nearctica,,
Landels Hil Big Creek Reserve,Insect,Nymphalidae,Nymphalis antiopa,,
Landels Hil Big Creek Reserve,Insect,,Nymphalis antiopa,,Mourning Cloak
Landels Hil Big Creek Reserve,Insect,Nymphalidae,Nymphalis californica,,
Landels Hil Big Creek Reserve,Insect,,Nymphalis californica,,California Tortoiseshell
Landels Hil Big Creek Reserve,Insect,Hesperiidae,Ochlodes agricola,,
Landels Hil Big Creek Reserve,Insect,,Ochlodes agricola,,Rural Skipper
Landels Hil Big Creek Reserve,Insect,Hesperiidae,Ochlodes sylvanoides,,
Landels Hil Big Creek Reserve,Insect,,Ochlodes sylvanoides,,Woodland Skipper
Landels Hil Big Creek Reserve,Insect,Gomphidae,Octogomphus specularis,,Clubtail dragonfly
Landels Hil Big Creek Reserve,Insect,Leptocordae,Oecetis sp.,,Portable case caddisfly
Landels Hil Big Creek Reserve,Insect,Pterophoridae,Oidaematophorus confusus,,
Landels Hil Big Creek Reserve,Insect,Pterophoridae,Oidaematophorus fieldi,,
Landels Hil Big Creek Reserve,Insect,Pterophoridae,Oidaematophorus grisecens,,
Landels Hil Big Creek Reserve,Insect,Pterophoridae,Oidaematophorus mathewianus,,
Landels Hil Big Creek Reserve,Insect,Pterophoridae,Oidaematophorus phaceliae,,
Landels Hil Big Creek Reserve,Insect,Pterophoridae,Oidaematophorus phoebus,,
Landels Hil Big Creek Reserve,Insect,Pterophoridae,Oidaematophorus sulphureodactylus,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Oligia indirecta,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Oligia mactata,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Oligia marina,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Oligia tonsa,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Oncocnemis dunbari,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Oncocnemis ragani,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Oncocnemis umbrifascia,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Oncocnemis youngi,,
Landels Hil Big Creek Reserve,Insect,Lymantriidae,Orgyia vetusta,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Orthonama centrostrigaria,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Orthonama obstipata,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Orthosia arthrolita,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Orthosia behrensiana,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Orthosia erythrolita,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Orthosia ferrigera,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Orthosia hibisci,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Orthosia macona,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Orthosia mys,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Orthosia pacifica,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Orthosia praeses,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Orthosia pulchella,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Orthosia pulchella,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Orthosia transparens,,
Landels Hil Big Creek Reserve,Insect,Libellulidae,Pachydiplex sp.,,Skimmer dragonfly
Landels Hil Big Creek Reserve,Insect,Sphingidae,Pachysphinx modesta,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Panthea portlandia,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Papaipema sauzalitae,,
Landels Hil Big Creek Reserve,Insect,Papilionidae,Papilio eurymedon,,
Landels Hil Big Creek Reserve,Insect,,Papilio eurymedon,,Pale Swallowtail
Landels Hil Big Creek Reserve,Insect,Papilionidae,Papilio rutulus,,
Landels Hil Big Creek Reserve,Insect,,Papilio rutulus,,Wqestern Tiger Swallowtail
Landels Hil Big Creek Reserve,Insect,Papilionidae,Papilio zelicaon,,
Landels Hil Big Creek Reserve,Insect,,Papilio zelicaon,,Anise Swallowtail
Landels Hil Big Creek Reserve,Insect,Leptophlebidae,Paraleptophlebia sp.,,"Prong gilled mayfly; ""Swimming mayfly"""
Landels Hil Big Creek Reserve,Insect,Hepialidae,Paraphymatopus californicus,,
Landels Hil Big Creek Reserve,Insect,Hepialidae,Paraphymatopus hectoides,,
Landels Hil Big Creek Reserve,Insect,Hydropsychidae,Parapsyche sp.,,Net-spinning caddisfly
Landels Hil Big Creek Reserve,Insect,Hesperiidae,Paratrytone (Poanes) melane,,
Landels Hil Big Creek Reserve,Insect,,Paratrytone (Poanes) melane,,Umber Skipper
Landels Hil Big Creek Reserve,Insect,Odontocoridae,Parthina sp.,,Portable case caddisfly
Landels Hil Big Creek Reserve,Insect,Pyralidae,Patagonia peregrinum,,
Landels Hil Big Creek Reserve,Insect,Sesiidae,Penstemonia clarkei,,
Landels Hil Big Creek Reserve,Insect,Pyralidae,Peoria rostrella,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Peridroma saucia,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Perigonica angulata,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Perigonica pectinata,,
Landels Hil Big Creek Reserve,Insect,Cosmopterygidae,Periploca ceanothiella,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Perizoma costiguttata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Perizoma custodiata,,
Landels Hil Big Creek Reserve,Insect,Perlodidae,perlodid sp.,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Pero macdunnoughi,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Pero occidentalis,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Pero radiosaria,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Petrophila confusalis,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Phaneta apacheana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Phaneta misturana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Phaneta pallidarcis,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Phaneta striatana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Phaneta subminimana,,
Landels Hil Big Creek Reserve,Insect,Notodontidae,Pheosia rimosa,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Pherne placeraria,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Pherne subpunctata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Phigalia plumogeraria,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Philedia punctomacularia,,
Landels Hil Big Creek Reserve,Insect,Lycaenidae,Philotes sonorensis,,
Landels Hil Big Creek Reserve,Insect,,Philotes sonorensis,,Sonoran Blue
Landels Hil Big Creek Reserve,Insect,Noctuidae,Phobolosia anfracta,,
Landels Hil Big Creek Reserve,Insect,Pyralidae,Phobus brunei,,
Landels Hil Big Creek Reserve,Insect,Pyralidae,Phobus curvatellus,,
Landels Hil Big Creek Reserve,Insect,Pyralidae,Phobus funerellus,,
Landels Hil Big Creek Reserve,Insect,Pieridae,Phoebis sennae,,
Landels Hil Big Creek Reserve,Insect,,Phoebis sennae,,Cloudless Sulphur
Landels Hil Big Creek Reserve,Insect,Tineidae,Phryganeopsis brunnea,,
Landels Hil Big Creek Reserve,Insect,Notodontidae,Phryganidia californica,,
Landels Hil Big Creek Reserve,Insect,Nymphalidae,Phyciodes campestris,,
Landels Hil Big Creek Reserve,Insect,,Phyciodes campestris,,Field Crescent
Landels Hil Big Creek Reserve,Insect,Nymphalidae,Phyciodes mylitta,,
Landels Hil Big Creek Reserve,Insect,,Phyciodes mylitta,,Mylitta Crescent
Landels Hil Big Creek Reserve,Insect,Pyralidae,Phycitodes mucidella,,
Landels Hil Big Creek Reserve,Insect,Lasiocampidae,Phyllodesma coturnix,,
Landels Hil Big Creek Reserve,Insect,Gracillariidae,Phyllonorycter apicinigrella,,
Landels Hil Big Creek Reserve,Insect,Gracillariidae,Phyllonorycter fellinella,,
Landels Hil Big Creek Reserve,Insect,Gracillariidae,Phyllonorycter holodisci,,
Landels Hil Big Creek Reserve,Insect,Gracillariidae,Phyllonorycter incanella,,
Landels Hil Big Creek Reserve,Insect,Gracillariidae,Phyllonorycter memorabilis,,
Landels Hil Big Creek Reserve,Insect,Gracillariidae,Phyllonorycter ribefoliae,,
Landels Hil Big Creek Reserve,Insect,Gracillariidae,Phyllonorycter sandraella,,
Landels Hil Big Creek Reserve,Insect,Pieridae,Pieris (Pontia) protodice,,
Landels Hil Big Creek Reserve,Insect,,Pieris (Pontia) protodice,,Checkered White
Landels Hil Big Creek Reserve,Insect,Pieridae,Pieris napi,,
Landels Hil Big Creek Reserve,Insect,,Pieris napi,,Veined White; Mustard White
Landels Hil Big Creek Reserve,Insect,Pieridae,Pieris rapae,,
Landels Hil Big Creek Reserve,Insect,,Pieris rapae,,Cabbage White
Landels Hil Big Creek Reserve,Insect,Pyralidae,Pima albocostralialis,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Plataea personaria,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Platyperigea extima,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Platypolia contadina,,
Landels Hil Big Creek Reserve,Insect,Pterophoridae,Platyptilia carduidactyla,,
Landels Hil Big Creek Reserve,Insect,Pterophoridae,Platyptilia williamsii,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Platysenta albolabes,,
Landels Hil Big Creek Reserve,Insect,Lycaenidae,Plebeius acmon,,
Landels Hil Big Creek Reserve,Insect,,Plebeius acmon,,Acmon Blue
Landels Hil Big Creek Reserve,Insect,Noctuidae,Pleromella opter,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Pleromelloida cinerea,,
Landels Hil Big Creek Reserve,Insect,Oecophoridae,Pleurota albastrigulella,,
Landels Hil Big Creek Reserve,Insect,Plutellidae,Plutella xylostella,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Polia noverca,,
Landels Hil Big Creek Reserve,Insect,Oecophoridae,Polix coloradella,,
Landels Hil Big Creek Reserve,Insect,Polycentropodidae,Polycentropus sp.,,Predatory net-spinning caddisfly
Landels Hil Big Creek Reserve,Insect,Nymphalidae,Polygonia satyrus,,
Landels Hil Big Creek Reserve,Insect,,Polygonia satyrus,,Satyr Comma; Anglewing
Landels Hil Big Creek Reserve,Insect,Geometridae,Prochoerodes forficaria,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Prochoerodes truxaliata,,
Landels Hil Big Creek Reserve,Insect,Prodoxidae,Prodoxus aenescens,,
Landels Hil Big Creek Reserve,Insect,Prodoxidae,Prodoxus marginatus,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Properigea albimacula,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Properigea niveirena,,
Landels Hil Big Creek Reserve,Insect,Sphingidae,Proserpinus clarkiae,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Proteotera aesculana,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Protoperigea posticata,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Protorthodes alfkeni,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Protorthodes rufula,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Pseudaletia unipuncta,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Pseudeva palligera,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Pseudexentera habrosana,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Pseudobryomima fallax,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Pseudochelaria manzanitae,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Pseudocopivaleria sonoma,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Pseudorthodes irrorata,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Pseudorthodes puerilis,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Pseuduoglaea olivata,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Psuedorthosia variabilis pallidior,,
Landels Hil Big Creek Reserve,Insect,Limnephilidae,Psychoglypha sp.,,Portable case caddisfly
Landels Hil Big Creek Reserve,Insect,Pteronarcydae,Pteronarcys californica or princeps,,Giant stonefly
Landels Hil Big Creek Reserve,Insect,Geometridae,Pterotaea powelli,,
Landels Hil Big Creek Reserve,Insect,Pyralidae,Pyralis cacamica,,
Landels Hil Big Creek Reserve,Insect,Pyralidae,Pyralis electalis,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Pyrausta dapalis,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Pyrausta fodinalis,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Pyrausta grotei,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Pyrausta laticlavia,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Pyrausta lethalis,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Pyrausta napaealis,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Pyrausta nexalis,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Pyrausta perrubralis,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Pyrausta subsequalis,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Pyrausta unifascialis,,
Landels Hil Big Creek Reserve,Insect,Hesperiidae,Pyrgus communis,,
Landels Hil Big Creek Reserve,Insect,,Pyrgus communis,,Common Checkered-Skipper
