Reserve,Taxon,Family,Scientific Name,Accepted Name,Common Name
Landels Hil Big Creek Reserve,Insect,Baetidae,Baetis sp.,,"Small minnow mayfly; ""Swimming mayfly"""
Landels Hil Big Creek Reserve,Insect,Pyralidae,Baphala basimaculatella,,
Landels Hil Big Creek Reserve,Insect,Lyonetiidae,Bedellia somnulentella,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Behrensia conchiformis,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Biston cognataria,,
Landels Hil Big Creek Reserve,Insect,Blastobasidae,Blastobasis glandulella,,
Landels Hil Big Creek Reserve,Insect,Blephariceridae,blepharicerid genera and species,,Net-winged midge
Landels Hil Big Creek Reserve,Insect,Carposinidae,Bondia comonana,,
Landels Hil Big Creek Reserve,Insect,Carposinidae,Bondia shastana,,
Landels Hil Big Creek Reserve,Insect,Oecophoridae,Borkhausenia nefrax,,
Landels Hil Big Creek Reserve,Insect,Lycaenidae,Brephidium exile,,
Landels Hil Big Creek Reserve,Insect,,Brephidium exile,,Western Pygmy-Blue
Landels Hil Big Creek Reserve,Insect,Bucculatricidae,Bucculatrix albertiella,,
Landels Hil Big Creek Reserve,Insect,Bucculatricidae,Bucculatrix koebelella,,
Landels Hil Big Creek Reserve,Insect,Bucculatricidae,Bucculatrix variabilis,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Caenurgia togataria,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Caenurgina erechtea,,
Landels Hil Big Creek Reserve,Insect,Lycaenidae,Callophrys dumetorum,,
Landels Hil Big Creek Reserve,Insect,,Callophrys dumetorum,,Bramble Hairstreak
Landels Hil Big Creek Reserve,Insect,Gracillariidae,Caloptilia acerifoliella,,
Landels Hil Big Creek Reserve,Insect,Gracillariidae,Caloptilia agrifoliella,,
Landels Hil Big Creek Reserve,Insect,Gracillariidae,Caloptilia alnivorella,,
Landels Hil Big Creek Reserve,Insect,Gracillariidae,Caloptilia diversilobiella,,
Landels Hil Big Creek Reserve,Insect,Gracillariidae,Caloptilia palustriella,,
Landels Hil Big Creek Reserve,Insect,Gracillariidae,Caloptilia reticulata,,
Landels Hil Big Creek Reserve,Insect,Gracillariidae,Caloptilia umbellulariae,,
Landels Hil Big Creek Reserve,Insect,Choreutidae,Calores apocynoglossa,,
Landels Hil Big Creek Reserve,Insect,Gracillariidae,Cameraria agrifoliella,,
Landels Hil Big Creek Reserve,Insect,Gracillariidae,Cameraria diabloensis,,
Landels Hil Big Creek Reserve,Insect,Gracillariidae,Cameraria jacintoensis,,
Landels Hil Big Creek Reserve,Insect,Gracillariidae,Cameraria mediodorsella,,
Landels Hil Big Creek Reserve,Insect,Gracillariidae,Cameraria nemoris,,
Landels Hil Big Creek Reserve,Insect,Pterophoridae,Capperia ningoris,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Catabena lineolata,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Catocala aholibah,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Catocala cleopatra,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Catocala ilia zoe,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Catocala ophelia,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Catocala verrilliana,,
Landels Hil Big Creek Reserve,Insect,Lycaenidae,Celastrina ladon echo,,
Landels Hil Big Creek Reserve,Insect,,Celastrina ladon echo,,Spring Azure; Echo Blue
Landels Hil Big Creek Reserve,Insect,Baetidae,Centroptilum/Procloeon sp.,,"Small minnow mayfly; ""Swimming mayfly"""
Landels Hil Big Creek Reserve,Insect,Noctuidae,Cerastis gloriosa,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Cerastis robertsoni,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Ceratodalia punctomacularia,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Chalcoela iphitalis,,
Landels Hil Big Creek Reserve,Insect,Nymphalidae,Charidryas (Chlosyne) gabbi,,
Landels Hil Big Creek Reserve,Insect,,Charidryas (Chlosyne) gabbi,,Gabb's Checkerspot
Landels Hil Big Creek Reserve,Insect,Empididae,Chelifera spp.,,Dance fly
Landels Hil Big Creek Reserve,Insect,Geometridae,Cheteoscelis faseolaria,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Chimoptesis chrysopyla,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Chionodes acrina,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Chionodes braunella,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Chionodes ceanothiella,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Chionodes chrysopyla,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Chionodes dammersi,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Chionodes donahueorum,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Chionodes lophosella,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Chionodes nanodella,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Chionodes occidentella,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Chionodes petalumensis,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Chionodes retinella,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Chionodes sabinianus,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Chionodes trichostola,,
Landels Hil Big Creek Reserve,Insect,Chironomidae,chironomid sp.,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Chlorochlamys triangularis,,
Landels Hil Big Creek Reserve,Insect,Chloroperlidae,chloroperlid gen. and spp.,,Green stonefly
Landels Hil Big Creek Reserve,Insect,Geometridae,Chlorosea banksaria,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Choristostigma elegantalis,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Choristostigma zephyralis,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Chytonix divesta,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Cissusa indiscreta,,
Landels Hil Big Creek Reserve,Insect,Arctiidae,Cisthene deserta,,
Landels Hil Big Creek Reserve,Insect,Arctiidae,Cisthene faustinula,,
Landels Hil Big Creek Reserve,Insect,Arctiidae,Cisthene liberomacula,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Clepsis fucana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Clepsis peritana,,
Landels Hil Big Creek Reserve,Insect,Notodontidae,Clostera apicalis,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Cochisea sinuaria,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Cochylis carmelana,,
Landels Hil Big Creek Reserve,Insect,,Coenonympha tullia (california),,California Ringlet
Landels Hil Big Creek Reserve,Insect,Satyridae,Coenonymphia tullia (california),,
Landels Hil Big Creek Reserve,Insect,Coleophoridae,Coleophora accordella,,
Landels Hil Big Creek Reserve,Insect,Coleophoridae,Coleophora baccharella,,
Landels Hil Big Creek Reserve,Insect,Coleophoridae,Coleophora glaucella,,
Landels Hil Big Creek Reserve,Insect,Coleophoridae,Coleophora holodisci,,
Landels Hil Big Creek Reserve,Insect,Coleophoridae,Coleophora tildeni,,
Landels Hil Big Creek Reserve,Insect,Pieridae,Colias eurydice,,
Landels Hil Big Creek Reserve,Insect,,Colias eurydice,,California Dogface
Landels Hil Big Creek Reserve,Insect,Pieridae,Colias eurytheme,,
Landels Hil Big Creek Reserve,Insect,,Colias eurytheme,,Orange Sulphur
Landels Hil Big Creek Reserve,Insect,Perlidae,Colineura californica,,Common stonefly
Landels Hil Big Creek Reserve,Insect,Cossidae,Comadia bertholdi,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Copicucullia eulepis,,
Landels Hil Big Creek Reserve,Insect,Heliozelidae,Coptodisca arbutiella,,
Landels Hil Big Creek Reserve,Insect,Heliozelidae,Coptodisca powellella,,
Landels Hil Big Creek Reserve,Insect,Heliozelidae,Coptodisca saliciella,,
Landels Hil Big Creek Reserve,Insect,Cordulegasteridae,Cordulegaster sp.,,
Landels Hil Big Creek Reserve,Insect,Corixidae,corixid sp.,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Cosipara tricoloralis,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Cosmia calami,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Crambus sperryellus,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Cryphia oaklandiae,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Cryphia viridata,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Cucullia dentilinea,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Cucullia speyeri dorsalis,,
Landels Hil Big Creek Reserve,Insect,Culicidae,culicid sp.,,Mosquito
Landels Hil Big Creek Reserve,Insect,Geometridae,Cyclophora dataria,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Cyclophora nanaria,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Cydia americana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Cydia bracteatana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Cydia cupressana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Cydia latiferreanus,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Cydia piperana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Cydia prosperana,,
Landels Hil Big Creek Reserve,Insect,Nymphalidae,Danaus plexippus,,
Landels Hil Big Creek Reserve,Insect,,Danaus plexippus,,Monarch
Landels Hil Big Creek Reserve,Insect,Noctuidae,Dargida procincta,,
Landels Hil Big Creek Reserve,Insect,Pyralidae,Dasypyga alternosquamella,,
Landels Hil Big Creek Reserve,Insect,Oecophoridae,Decantha stonda,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Decodes aneuretus,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Decodes basiplaganus,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Decodes fragarianus,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Deoclona yuccasella,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Diastictis fractualis,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Dichorda illustraria,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Dicymolomia metalliferalis,,
Landels Hil Big Creek Reserve,Insect,Pyralidae,Dioryctria abietella,,
Landels Hil Big Creek Reserve,Insect,Pyralidae,Dioryctria zimmermani,,
Landels Hil Big Creek Reserve,Insect,Baetidae,Diphetor hageni,,"Small minnow mayfly; ""Swimming mayfly"""
Landels Hil Big Creek Reserve,Insect,Dixidae,dixiid spp.,,Dixid midge
Landels Hil Big Creek Reserve,Insect,Geometridae,Drepanulatrix baueraria,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Drepanulatrix carnearia,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Drepanulatrix falcataria,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Drepanulatrix hulstii,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Drepanulatrix monicaria,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Drepanulatrix quadraria usta,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Drepanulatrix secundaria,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Drepanulatrix unicalcararia,,
Landels Hil Big Creek Reserve,Insect,Ephemerellidae,Drunella flavilinea,,"Crawling mayfly; ""spiny crawler"""
Landels Hil Big Creek Reserve,Insect,Noctuidae,Dryotype opina,,
Landels Hil Big Creek Reserve,Insect,Eriocraniidae,Dyseriocrania auricyanea,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Dysstroma brunneata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Dysstroma citrata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Dysstroma mancipata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Dysstroma sobria,,
Landels Hil Big Creek Reserve,Insect,Dytiscidae,dytiscid sp.,,Predaceous diving beetle
Landels Hil Big Creek Reserve,Insect,Nepticulidae,Ectoedemia platanella,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Egira cognata,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Egira crucialis,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Egira curialis,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Egira hiemalis,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Egira perlubens,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Egira rubrica ,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Egira vanduzeei,,
Landels Hil Big Creek Reserve,Insect,Tineidae,Elatobia carbonella,,
Landels Hil Big Creek Reserve,Insect,Elmidae,elmid. Sp.,,Riffle beetle
Landels Hil Big Creek Reserve,Insect,Geometridae,Elpiste lorquinaria,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Elpiste marcescaria,,
Landels Hil Big Creek Reserve,Insect,Pterophoridae,Emmelina monodactyla,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Endothenia hebesana,,
Landels Hil Big Creek Reserve,Insect,Oecophoridae,Endrosis arcitrella,,
Landels Hil Big Creek Reserve,Insect,Hesperiidae,Epargyreus clarus,,
Landels Hil Big Creek Reserve,Insect,,Epargyreus clarus,,Silver-spotted Skipper
Landels Hil Big Creek Reserve,Insect,Heptageniidae,Epeorus sp.,,"Clinging mayfly; ""flatheaded mayfly"""
Landels Hil Big Creek Reserve,Insect,Epermeniidae,Epermenia californica,,
Landels Hil Big Creek Reserve,Insect,Epermeniidae,Epermenia cicutaella,,
Landels Hil Big Creek Reserve,Insect,Ephemerellidae,Ephemerella maculata,,"Crawling mayfly; ""spiny crawler"""
Landels Hil Big Creek Reserve,Insect,Pyralidae,Ephestiodes gilvescentella,,
Landels Hil Big Creek Reserve,Insect,Ephyridae,ephyrid sp.,,Shore fly; Brine fly
Landels Hil Big Creek Reserve,Insect,Tortricidae,Epiblema deverrae,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Epinotia albanguana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Epinotia biangulana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Epinotia bigermina,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Epinotia columbia,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Epinotia digitana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Epinotia emarginana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Epinotia fumoviridana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Epinotia hopkinsana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Epinotia infuscana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Epinotia johnsonana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Epinotia kasloana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Epinotia nigralbana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Epinotia saggitana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Epinotia signiferana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Epinotia siskiyouana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Epinotia solandriana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Epinotia terracoctana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Epinotia vagana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Epismus argutanus,,
Landels Hil Big Creek Reserve,Insect,Eriocraniidae,Eriocraniella xanthocara,,
Landels Hil Big Creek Reserve,Insect,Hesperiidae,Erynnis pacuvius callidus,,
Landels Hil Big Creek Reserve,Insect,,Erynnis pacuvius callidus,,Pacuvius Duskywing
Landels Hil Big Creek Reserve,Insect,Hesperiidae,Erynnis propertius,,
Landels Hil Big Creek Reserve,Insect,,Erynnis propertius,,Propertius Duskywing
Landels Hil Big Creek Reserve,Insect,Hesperiidae,Erynnis tristis,,
Landels Hil Big Creek Reserve,Insect,,Erynnis tristis,,Mournful Duskywing
Landels Hil Big Creek Reserve,Insect,Oecophoridae,Ethmia arctostaphylella,,
Landels Hil Big Creek Reserve,Insect,Oecophoridae,Ethmia brevistriga,,
Landels Hil Big Creek Reserve,Insect,Oecophoridae,Ethmia coquillettella,,
Landels Hil Big Creek Reserve,Insect,Oecophoridae,Ethmia discostrigela,,
Landels Hil Big Creek Reserve,Insect,Pyralidae,Etiella zinckenella,,
Landels Hil Big Creek Reserve,Insect,Psephenidae,Eubrianax edwardsii,,Water penny
Landels Hil Big Creek Reserve,Insect,Plutellidae,Eucalantica polita,,
Landels Hil Big Creek Reserve,Insect,Plutellidae,Euceratia castella,,
Landels Hil Big Creek Reserve,Insect,Pieridae,Euchloe ausonides,,
Landels Hil Big Creek Reserve,Insect,,Euchloe ausonides,,Large Marble
Landels Hil Big Creek Reserve,Insect,Crambidae,Euchromius ocelleus,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euclidia ardita,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Eucosma avalona,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Eucosma hasseanthi,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Eucosma maculatana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Eucosma metariana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Eucosma palpana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Eucosma passerana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Eucosma primulana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Eucosma williamsi,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Eudonia bronzalis,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Eudonia rectilinea,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eudrepanulatrix rectifascia,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eulithis distincta,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eulithis propulsata,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Eumicremma minima,,
Landels Hil Big Creek Reserve,Insect,Lycaenidae,Euphilotes enoptes smithi,,
Landels Hil Big Creek Reserve,Insect,,Euphilotes enoptes smithi,,Smith's Blue; Dotted Blue
Landels Hil Big Creek Reserve,Insect,Nymphalidae,Euphydryas chalcedona,,
Landels Hil Big Creek Reserve,Insect,,Euphydryas chalcedona,,Variable Checkerspot
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia behrensata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia bivittata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia cestata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia cestatoides,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia gilvipennata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia graefii,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia implorata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia macdunnoughi,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia macrocarpata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia maestosa,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia misturata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia mystiata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia nevadata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia olivacea,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia palpata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia ravocostaliata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia rotundopunctata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia scabrogata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia segregata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia sierrae,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia subapicata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia subvirens,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia suspiciosata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eupithecia zelmira,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euplexia benesimilis,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eusarca falcata,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Eustroma semiatrata,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa aequali alko,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa atomaris,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa bicollaris,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa bifasciata,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa brunneigera,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa comosa,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa difformis,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa extranea,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa fuscigera,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa infausta,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa medialis,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa messoria,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa obeliscoides,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa olivalis,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa olivia,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa punctigera,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa satis,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa septentrionalis,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa serricornis,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa stygialis,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa terrena,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa terrena,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Euxoa tocoyae,,
Landels Hil Big Creek Reserve,Insect,Lycaenidae,Everes amyntula,,
Landels Hil Big Creek Reserve,Insect,,Everes amyntula,,Western Tailed-Blue
Landels Hil Big Creek Reserve,Insect,Crambidae,Evergestis funalis,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Evergestis subterminalis,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Evippe laudatella,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Exoteleia californica,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Feralia februalis,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Fishia evelina,,
Landels Hil Big Creek Reserve,Insect,Notodontidae,Furcula scolopendrina,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Gabriola dyari pruina,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Galgula partita,,
Landels Hil Big Creek Reserve,Insect,Pyralidae,Galleria mellonella,,
Landels Hil Big Creek Reserve,Insect,Gelastocoridae,gelastocorid sp.,,Toad bug
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Gelechia desiliens,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Gelechia monella,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Gelechia panella,,
Landels Hil Big Creek Reserve,Insect,Cossidae,Givira marga,,
Landels Hil Big Creek Reserve,Insect,Lycaenidae,Glaucopsyche lygdamus,,
Landels Hil Big Creek Reserve,Insect,,Glaucopsyche lygdamus,,Silvery Blue
Landels Hil Big Creek Reserve,Insect,Arctiidae,Gnophaela latipennis,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Gnorimoschema arenacearella,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Gnorimoschema coquillettella,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Gnorimoschema crypticum,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Gnorimoschema larenocearella,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Gnorimoschema saphirinellaa,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Grapholita caeruleana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Grapholita conversana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Grapholita edwardsiana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Grapholita imitativa,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Grapholita lunatana,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Grapholita prunivora,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Grapholita vitrana,,
Landels Hil Big Creek Reserve,Insect,Prodoxidae,Greya politella,,
Landels Hil Big Creek Reserve,Insect,Prodoxidae,Greya solenobiella,,
Landels Hil Big Creek Reserve,Insect,Lycaenidae,Habrodais grunus,,
Landels Hil Big Creek Reserve,Insect,,Habrodais grunus,,Golden Hairstreak
Landels Hil Big Creek Reserve,Insect,Thyatiridae,Habrosyne scripta,,
Landels Hil Big Creek Reserve,Insect,Gelechiidae,Helcystogramma badium,,
Landels Hil Big Creek Reserve,Insect,Hesperiidae,Heliopetes ericetorum,,
Landels Hil Big Creek Reserve,Insect,,Heliopetes ericetorum,,Northern White-Skipper
Landels Hil Big Creek Reserve,Insect,Noctuidae,Heliothis phloxiphagus,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Heliothis zea,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Heliothodes diminutivus,,
Landels Hil Big Creek Reserve,Insect,Crambidae,Hellula rogatalis,,
Landels Hil Big Creek Reserve,Insect,Sphingidae,Hemaris senta,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Hemeroplanis finitima,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Hemieuxoa rudens,,
Landels Hil Big Creek Reserve,Insect,Arctiidae,Hemihyalea edwardsii,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Henricus fuscodorsanus,,
Landels Hil Big Creek Reserve,Insect,Tortricidae,Henricus umbrabasanus,,
Landels Hil Big Creek Reserve,Insect,Pyralidae,Herculia intermedialis,,
Landels Hil Big Creek Reserve,Insect,Hesperiidae,Hesperia columbia,,
Landels Hil Big Creek Reserve,Insect,,Hesperia columbia,,Columbian Skipper
Landels Hil Big Creek Reserve,Insect,Geometridae,Hesperumia latipennis,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Hesperumia sulphuraria,,
Landels Hil Big Creek Reserve,Insect,Pyralidae,Heterographis morrisonella,,
Landels Hil Big Creek Reserve,Insect,Oecophoridae,Hofmannophila pseudospretella,,
Landels Hil Big Creek Reserve,Insect,Blastobasidae,Holcocera gigantella,,
Landels Hil Big Creek Reserve,Insect,Pyralidae,Homoeosoma electellum,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Homoglaea dives,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Homorthodes communis,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Homorthodes dubia,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Homorthodes fractura,,
Landels Hil Big Creek Reserve,Insect,Noctuidae,Homorthodes hanhami semicarnea,,
Landels Hil Big Creek Reserve,Insect,Pyralidae,Honora dotella,,
Landels Hil Big Creek Reserve,Insect,Pyralidae,Honora montinatatella,,
Landels Hil Big Creek Reserve,Insect,Geometridae,Horisme incana,,
Landels Hil Big Creek Reserve,Insect,Pyralidae,Hulstia undulatella,,
